Titulo,Codigo_respuesta,Links,Imagenes
Experimento demuestra la eficacia del tapabocas para evitar covid-19,1,92,14
OMS reporta disminución en los contagios y las muertes por covid-19 a nivel mundial,1,28,0
Alertan posibles rebrotes de covid-19 por desórdenes del fin de semana en Cali,1,247,19
Duque niega que se hayan presentado casos de reinfección por covid-19 en Colombia,1,27,0
Más de diez mil policías se han contagiado de covid-19 en Colombia durante la pandemia,1,27,0
Putin defendió la vacuna rusa contra covid-19 ante la ONU ,1,28,0
Muertes por covid-19 en el mundo se acercan a los 810.000 casos este lunes,1,249,19
Bolsas de todo el mundo se 'disparan' ante anuncio de eficacia de vacuna contra covid-19,1,257,21
Las millonarias pérdidas del turismo mundial por crisis del covid-19,1,253,21
"Biden promete controlar el covid-19 en EE.UU. y Trump ofrece una ""superrecuperación""",1,253,21
"¿Qué tanto evitan los colombianos los eventos sociales por covid-19?, esto dice encuesta",1,257,21
"El Tour de Francia, en alerta roja a causa del Covid-19",1,28,0
"""Si los casos de covid-19 aumentan, tendremos que volver a cerrar sectores"": Sec. Salud",1,27,0
¿Por qué el Gobierno decidió dejar de pedir prueba PCR de covid-19 a los viajeros?,1,260,21
"Madrid, la región más golpeada por el rebrote de covid-19 en España",1,27,0
"""Por favor, les imploro, usen tapabocas"": Biden, ante altas cifras de covid-19 en EE.UU.",1,260,21
"El alcalde de Cusco, Perú, falleció este domingo por covid-19",1,249,19
"""Europa no puede ser nuestro referente en lucha contra covid-19"": Lyda Osorio",1,254,21
Inicia estudio de vacuna contra covid-19 en Cali,1,254,21
Duque anunció extensión del aislamiento selectivo hasta octubre,1,253,21
"Los 'mototaxis', un foco de riesgo para transmisión del covid-19 en Cali",1,251,20
Vacuna contra covid-19: ¿qué se sabe de la que se probará en Colombia?,1,25,0
Cali supera las 2000 muertes por covid-19 este domingo,1,252,19
 Fernando Gaviria vuelve a vivir la pesadilla del contagio de covid-19 ,1,146,23
" Cierres sectorizados, a la vista con la segunda ola de coronavirus ",1,144,23
Â¿CÃ³mo serÃ¡ el ensayo de la vacuna contra la covid-19? ,1,44,0
 CuÃ¡les son los tapabocas que menos funcionan contra la covid-19 ,1,143,24
" Por covid-19, cinco jugadores fueron retirados de Roland Garros ",1,140,22
 Zlatan Ibrahimovic da positivo en covid-19 ,1,139,21
AsÃ­ puede cuidarse del covid en esta nueva realidad,1,45,0
" LatinoamÃ©rica tiene asegurada dosis de vacunas ante la covid-19, segÃºn la OMS ",1,142,22
OMS reacciona con cautela a la vacuna contra la covid-19 que desarrolla Rusia,1,45,0
 La U. de A. evaluarÃ¡ en Antioquia vacuna contra covid-19 ,1,146,23
 Esto es lo que se sabe sobre la covid-19 y lo que no estÃ¡ comprobado ,1,48,3
 Â¿QuÃ© papel juegan los mocos en la defensa del cuerpo contra la covid-19?  ,1,146,23
 MedellÃ­n realiza pruebas gratis de covid-19 en estas comunas ,1,143,23
"Gobernador (e) de Antioquia, hospitalizado por covid-19",1,45,0
 MbappÃ© da positivo por covid-19 y serÃ¡ baja de Francia ante Croacia ,1,138,22
 Facebook y Twitter vetan a Trump por âdesinformar sobre la covid-19â ,1,149,22
"FalleciÃ³ el alcalde de TarazÃ¡, Miguel Ãngel GÃ³mez, por covid-19",1,43,0
 Cristiano Ronaldo vuelve a dar positivo al covid-19 ,1,141,22
 EE. UU. bate rÃ©cord de contagios por covid-19 por tercer dÃ­a consecutivo ,1,147,22
Los Madame Tussauds buscan nuevas ocupaciones para las estatuas de Donald Trump,1,118,4
" El COVID-19 estÃ¡ dejando secuelas neurolÃ³gicas, cognitivas y motoras ",1,323,17
" Manaos, en Brasil, habrÃ­a alcanzado inmunidad de rebaÃ±o para COVID-19  ",1,328,19
 India rompe su propio rÃ©cord mundial con 83.883 casos de COVID-19 diarios ,1,329,18
" El 10,2% de enfermos graves tiene anticuerpos que empeoran COVID-19 ",1,329,19
 Once Caldas reporta 11 positivos por Covid-19 antes de partido clave de liga ,1,327,17
" ReinfecciÃ³n por la COVID-19 podrÃ­a ser mÃ¡s severa y mortal, asegura experta ",1,324,17
 China celebra âla derrotaâ de la COVID-19 sin contagios locales ,1,325,18
“Ni por la Covid-19 hay que renunciar al sexo”,1,120,4
 De mÃ©dico general a luchar en una UCI contra el COVID-19 ,1,325,19
" A partir de hoy, todos los mÃ©dicos de Santander que atienden a pacientes COVID-19 tienen hospedaje gratuito ",1,325,18
 Santandereano trabaja en el desarrollo de la vacuna contra el Covid-19 en Rusia  ,1,329,26
 Van 1013 indÃ­genas fallecidos por cuenta del COVID-19 ,1,327,17
 OMS espera vacunaciones masivas contra la COVID-19 hasta mediados de 2021 ,1,330,19
" Ni se ha comprobado que la leche materna prevenga la COVID-19, ni Patarroyo lo asegurÃ³ ",1,329,20
 El 78% de las personas fallecidas por COVID-19 en Bucaramanga son mayores de 60 aÃ±os ,1,327,17
 Â¿Me puedo contagiar de COVID-19 en una piscina? ,1,332,25
 PerÃº acogerÃ¡ cinco grandes ensayos de vacunas contra la COVID-19 ,1,330,18
Página no encontrada,0,151,7
"
  Presidente Duque insiste en no bajar la guardia frente al COVID-19

",1,233,54
Página no encontrada,0,147,7
Página no encontrada,0,164,14
"
  Diabetes, una pandemia oculta detrás de la COVID-19

",1,238,54
"
  Ventajas e inconvenientes de las pruebas de COVID-19

",1,232,54
"
  ‘La Roca’ y su familia se contagiaron de COVID-19

",1,236,54
"
  Maduro dice vacuna rusa contra COVID-19 llegará a Venezuela este mes

",1,232,54
"
  OPS señala “impacto limitado” de pruebas de COVID-19 para viajeros

",1,232,54
"
  COVID-19, un virus en constante mutación

",1,239,54
"
  ¿Qué ha pasado en el país tras ocho meses de COVID-19?

",1,234,54
"
  Mensajería de texto para COVID-19

",1,233,54
"
  Declaran de nuevo la alerta roja hospitalaria por la COVID-19

",1,234,54
"
  ‘Donatón’ de plantas para combatir la COVID-19 en cárcel de Pamplona

",1,232,54
"
  Síntomas prolongados y complicaciones de la COVID-19

",1,236,54
"
  Contaminación atmosférica puede aumentar 15% la mortalidad por COVID-19

",1,232,54
"
  Desinformación amenaza respuesta sobre vacuna contra COVID-19

",1,233,54
403 ERROR,0,0,0
403 ERROR,0,0,0
403 ERROR,0,0,0
403 ERROR,0,0,0
403 ERROR,0,0,0
403 ERROR,0,0,0
403 ERROR,0,0,0
403 ERROR,0,0,0
403 ERROR,0,0,0
403 ERROR,0,0,0
403 ERROR,0,0,0
403 ERROR,0,0,0
"
  San Andrés declaró alerta roja por aumento de casos de Covid-19
",1,105,13
"
  Gobierno prepara estrategia de vacunación contra el Covid-19
",1,105,13
"
  Covid-19: estas son las diferencias con los síntomas de influenza y resfriado común
",1,105,13
"
  Cifras en Colombia sobre el Covid-19 son confiables: Minsalud
",1,105,13
"
  Montería: instalan contenedor para disposición de cuerpos en emergencia por Covid-19
",1,105,13
"
  Covid-19: foco de contagio obligó cuarentena en hospital de Carmen de Atrato, Chocó
",1,105,13
"
  Siguen los contagios de Covid-19 en los equipos del fútbol colombiano
",1,106,13
"
  Epidemiólogo de Santander presenta micro vacuna contra Covid-19
",1,105,13
"
  “Aquí no hay ningún cartel del covid-19”: médico especialista
",1,108,16
"
  Covid-19 en Manizales: identifican conglomerados en hogares geriátricos
",1,105,13
"
  Curva de Covid-19 ya está descendiendo en casi todas las ciudades: MinSalud
",1,105,13
"
  Procuraduría alerta sobre el aumento de casos de Covid-19 en Guainía
",1,105,13
"
  Universidad del Tolima fue cerrada por contagios de Covid-19
",1,105,13
"
  Covid-19: Educadores de Santander denuncian fallecimientos por falta de atención médica 
",1,105,13
"
  El ABC de las vacunas y en qué van las candidatas contra el Covid-19
",1,105,13
"
  Covid-19: así funcionan los pagos de compensación del Gobierno por aislamiento
",1,105,13
 ¿Por qué las pruebas rápidas no sirven para diagnosticar COVID-19?,1,116,9
" Colegios en alternancia reportan casos de coronavirus, en Medellín",1,114,9
 Los muertos por Covid-19 a nivel mundial ya suman 916 mil,1,114,9
 Venezuela comenzará vacunación contra covid-19 entre diciembre y enero,1,113,9
" ""Bogotá no está teniendo una segunda ola de Covid"": Claudia López",1,113,9
 Niños tendrían anticuerpos de Covid-19 y coronavirus en su sistema a la vez,1,116,10
 ¿La Covid-19 afecta la fertilidad femenina?,1,50,0
 Segunda oleada de Covid-19 afectaría a quienes no se han contagiado,1,114,10
" Maggie, la niña portadora prolongada de Covid-19",1,116,10
 Conozca el protocolo para evitar contagiarse de Covid-19 en espacio público ,1,115,9
 Antioquia está reportando más casos diarios de covid-19 que Bogotá ¿por qué?,1,115,12
"

Mosquitos no transmiten el covid-19
",1,49,2
Madrid amplía sus restricciones para contener el covid-19,1,14,0
"

Cómo recuperarse de la caída del cabello por el covid-19
",1,49,2
"

Latinoamérica supera ocho millones de casos covid-19
",1,51,2
404 Not Found,0,0,0
Covid-19 sigue mantiendo su crecimiento en Rusia,1,15,0
"

476 millones de indígenas en el mundo afectados por Covid-19
",1,50,2
"

Piden al Invima garantizar fármacos para tratar covid-19
",1,50,2
404,0,103,4
404,0,103,4
404,0,103,4
Se inicia estudio para conocer el porcentaje de personas infectadas con COVID-19 en Bogotá,1,116,5
Alertan por falsas vacunas contra el covid-19 promocionadas en internet,1,149,9
Anuncian incentivo a pequeÃ±os productores de papa afectados por pandemia,1,147,10
AsÃ­ es la estrategia DAR del Distrito para evitar la propagaciÃ³n del covid-19,1,28,0
Cada dÃ­a en el paÃ­s se reciben 349 quejas por atenciÃ³n a pacientes con covid-19,1,28,0
Cartagena registra una reducciÃ³n en la ocupaciÃ³n de camas UCI por covid-19,1,150,10
Cinco ciudades de Colombia fueron escogidas para ensayo de vacuna contra el covid,1,153,9
Con drÃ¡sticas restricciones Inglaterra busca frenar el covid-19,1,151,10
El costo de curar: unos 7.000 trabajadores de la salud han muerto por covid-19 en el mundo,1,27,0
EE.UU. ya no considera necesarias las pruebas de covid-19 en asintomÃ¡ticos,1,27,0
EjÃ©rcito suizo ayudarÃ¡ a combatir el aumento de contagios por covid-19,1,152,10
"Â¡Una fuga fugaz!, preso con covid se escapÃ³ del hospital, pero la libertad le durÃ³ 3 horas",1,26,0
Joven en BogotÃ¡ no volviÃ³ a caminar despuÃ©s de contagiarse de covid,1,151,9
Laboratorios del paÃ­s se adaptarÃ­an para envasar vacuna contra el covid-19,1,27,0
MÃ©dico del Hospital de Kennedy falleciÃ³ por cuenta del coronavirus,1,27,0
La mitad de Europa multiplica acciones para combatir el covid-19,1,151,10
Ni la muerte los separÃ³: esposos en MedellÃ­n fallecieron por covid-19,1,152,9
Piden cerrar hospital de Corferias para comprar vacuna contra covid-19,1,27,0
Â¿ReinfecciÃ³n por covid-19? El curioso caso de una enfermera contagiada,1,150,9
Rusia entrega vacuna contra covid-19 a la OMS para su precalificaciÃ³n,1,152,10
Rusia estÃ¡ en alarma por rÃ©cord de contagios y muertes por covid-19,1,151,10
Â¿Son los niÃ±os grandes transmisores del covid-19? Esto dice la ciencia,1,151,10
Canal RCN | Nuestra Tele - TelevisiÃ³n y Entretenimiento,1,213,83
¿Pueden vacunarse los pacientes recuperados de la covid-19?,1,110,8
Colombia refuerza medidas de protección por incremento en casos de covid-19,1,276,27
El contagio por covid-19 continúa: MinSalud pide no bajar la guardia ante el virus ,1,191,13
Las protestas se multiplican en China contra la política de 'cero covid',1,287,27
Actualidad,1,347,40
COVID-19: los gobiernos europeos empiezan a preocuparse,1,125,20
403 ERROR,0,0,0
Pico de covid-19: ¿habrá nueva vacunación masiva en Colombia? ,1,269,24
COVID-19: Minsa evalúa regreso de medidas sanitarias ante eventual quinta ola,1,117,18
En Sucre vuelven a exigir el uso del tapabocas por casos de covid-19; “la gente no quiere vacunarse”: dicen las autoridades,1,187,11
" Carla Vizzotti habló sobre el Covid-19 en Argentina y pidió aplicarse refuerzos
        ",1,147,20
Suiza prolonga ley de prevención contra Covid-19,1,189,68
Covid-19 en Colombia: del 18 al 24 de noviembre se registraron 2.112 nuevos contagios,1,126,18
"Esto es lo que se sabe de “Xilbalbá”, la variante COVID-19 que azota Yucatán",1,116,19
"Así debería llevarse el esquema de vacunación contra la Covid 19, según nuevas modificaciones",1,184,13
"
                        China supera los 40.000 contagios diarios de covid, el 90 % asintomáticos
        ",1,172,37
"Covid-19: Colombia cuenta con suficientes biológicos, dice Minsalud",1,267,24
Los síntomas de la COVID-19 con las nuevas variantes “perro del infierno” y “pesadilla”,1,123,20
MinSalud pidió precaución: aumento de covid-19 coincidió con pico respiratorio,1,179,13
Covid-19 en Colombia: Ministerio de Salud pide seguir usando tapabocas ante llegada de nuevas variantes,1,115,16
¿Puedo beber alcohol antes y despúes de vacunarme contra la covid-19?,1,103,8
Aumentan los casos de la COVID-19 en Bolivia y detectan la variante ‘Perro del infierno’,1,111,29
403 ERROR,0,0,0
"'Perro del infierno': evade mejor los anticuerpos de la vacuna, según estudio",1,271,25
Covid-19: Japón autoriza el primer fármaco de producción doméstica,1,267,24
403 ERROR,0,0,0
Pico de covid-19: ¿cuántas vacunas hay disponibles en Colombia?,1,263,20
"

La UE aprieta para que el covid sea enfermedad profesional entre sanitarios 
",1,253,58
"Contagios y reuniones de fin de año: cómo impacta la suba de casos de COVID, gripe y bronquiolitis en América Latina",1,126,23
Ecuador es el tercer país de la región con mayor esperanza de vida,1,68,19
"Covid-19: por el pico de casos en Brasil, intensifican la vigilancia a viajeros en Córdoba",1,254,60
Detectaron en Chile las variantes “Perro del infierno” y “La pesadilla” del covid y temen un nuevo alza de casos,1,123,18
"
Especialistas advierten posible llegada a Chile de nueva variante del Covid-19 detectada en PerÃº
",1,227,49
COVID-19: cuÃ¡l es la nueva cepa que aumenta los casos en Brasil,1,55,7
Chile reporta más de 7.000 nuevos casos de Covid-19,1,120,54
Covid-19 en Colombia: del 30 de septiembre al 6 de octubre se registraron 715 nuevos contagios,1,125,19
¿Terminó ya la pandemia de covid? Los expertos opinan,1,202,18
 ¿A quiénes se aplica la cuarta dosis de la vacuna contra COVID-19 en Bogotá?,1,178,86
"
Estrés, ansiedad y depresión puede aumentar posibilidades de covid-19 a largo plazo
",1,149,14
Duque anuncia fin de la emergencia sanitaria por covid-19 a partir de julio en Colombia,1,169,18
 Muertes por covid-19 siguen aumentando en el paÃ­s en medio del quinto pico de contagios ,1,145,22
Alcaldía de Santiago de Cali,1,293,18
"Whoops, looks like something went wrong.",0,1,0
"
  Beber mucha agua y hacer gárgaras con agua caliente y sal no elimina el coronavirus",1,73,13
"“Pfizer”, la supuesta historia del bebé bautizado con el nombre del laboratorio es una noticia falsa",1,182,13
403 ERROR,0,0,0
Gran gesto de Cristiano Ronaldo para hacerle frente al coronavirus,1,182,10
Que no cunda el pánico,1,249,18
"
No, ni el limón ni el bicarbonato eliminan el COVID-19
",1,185,121
Steam inhalation therapy found to inactivate SARS-CoV-2 virions,1,276,51
Detector: Ni el primer ministro de Italia dijo que perdió la batalla contra el Covid-19 ni es la persona que aparece en ésta foto,1,228,33
Un estudio revela que el humo del tabaco puede contagiar el coronavirus,1,96,28
"Ups, esta página se ha caído de la convocatoria",0,64,9
"Detector: No, no se ha comprobado que el Covid-19 dura 9 días en el asfalto",1,228,32
"
Ojalá fuera real, pero es falso que el café disminuye el impacto del Covid-19 ",1,41,4
 Es FALSO que haya un conductor de TransMilenio con COVID-19 en el Portal Norte,1,172,86
 FALSO: No murió una persona en la vía pública de Patio Bonito el 29 de abril,1,164,86
 Usan FOTO VIEJA para señalar que Claudia López incumple normas de la cuarentena,1,170,88
 Es falsa la cadena de WhatsApp que asegura que Éxito está regalando comida,1,165,87
 Ninguna persona ha fallecido por Covid-19 en TransMilenio,1,164,86
 Microsoft no está enviando correos para entregar ayudas por el Covid-19,1,164,86
Las noticias falsas sobre el coronavirus que circulan en redes,1,265,24
Las noticias falsas sobre el coronavirus que circulan en redes,1,265,24
"

La vitamina C, D y el zinc no disminuyen la probabilidad de morir por covid 
",1,247,58
"Ivermectina: cómo la falsa ciencia inventó un fármaco ""milagroso"" contra la covid-19",1,83,22
Críticas a mujer de ‘pelito sanador’ por supuesta cura del coronavirus,1,272,24
Receta contra el coronavirus que circula en redes es falsa,1,189,11
Listado,1,122,49
¿Es cierto que la vacuna contra el coronavirus causa esterilidad?,1,240,16
¿La vacuna alterará mi ADN? Un genetista resuelve dudas sobre la vacunación,1,340,20
"

	
	Minsalud advierte sobre información falsa de kit de medicamentos para el tratamiento de covid-19 

  


 





",1,176,21
Trump sugiere tratar el coronavirus con “una inyección de desinfectante” o con “luz solar”,1,419,91
Facebook bloquea a Maduro por difundir información falsa sobre la covid-19,1,422,91
Policía de Brasil dice que Bolsonaro cometió un delito al desinformar sobre el covid-19 y pide procesarlo,1,171,18
Infecciones en vacunados de covid-19: la utilización sin contexto de datos estadísticos conduce a conclusiones falsas,1,420,89
Coronavirus: las teorías conspirativas sobre el 5G y el covid-19 que llevaron a la quema de mástiles de telefonía celular en Reino Unido,1,81,20
Declaración falsa: Bill Gates planea usar implantes con microchip para combatir el coronavirus,1,21,0
"
  Es falso que Francia haya borrado las constancias de vacunación contra el covid-19",1,71,15
"Es falso que la COVID-19 no afecta a los niños, y  tampoco pueden infectar a otras personas",1,95,13
“Beba unos sorbos de agua al menos cada 15 minutos [para eliminar el Covid-19]”,1,165,59
"Vitaminas, ajo, tabaco y otros falsos remedios contra el coronavirus",1,436,92
La OMS desaconseja el uso de fluvoxamina y colchicina para la COVID-19 ,1,55,13
"
El Papa llama a hacer frente a noticias falsas sobre COVID y vacunas
",1,121,21
Mensaje de Pedro Castillo: es impreciso que 16% de peruanos haya recibido las dos dosis de la vacuna contra COVID-19,1,45,7
Coronavirus: qué dicen los expertos sobre el uso del ibuprofeno cuando se tiene covid-19,1,83,21
Es falso que las vacunas contra la COVID-19 hayan causado una “pandemia de cáncer”,1,70,5
Es falso que este estudio demostró que los vacunados contra el covid-19 contagian por más tiempo que los no vacunados,1,133,13
"El director de la OMS se vacunó contra el COVID-19, pero un video descontextualizado insinúa erróneamente lo contrario",1,104,16
Es falso que médicos canadienses murieron luego de recibir la cuarta dosis de la vacuna contra la COVID-19,1,75,5
Es falso que el desmayo que sufrió Santana fue provocado por la vacuna contra el covid-19,1,131,13
Es falso que las vacunas contra la covid-19 causen enfermedad a la piel,1,175,55
(Imagen) Vacunas Covid-19 usan células de bebés abortados: #Falso,1,208,13
Es falso que Nueva Zelanda aprobó ahora una ley de eutanasia específica para personas con COVID-19,1,75,5
"
Vencimiento de vacunas contra el Covid: tras las dudas de la gente, el Gobierno dio una explicación
",1,170,15
"
  Afirmaciones falsas sobre las vacunas y el covid-19 del español Ricardo Delgado",1,115,14
El herpes zóster no es un efecto secundario de la vacuna contra el covid-19: verificamos video de TikTok ,1,146,13
"
                                    Detector: Estados Unidos no retiró el uso de la prueba PCR
                                ",1,221,31
Joe Biden no ha recomendado ponerse la vacuna del covid ante la llegada del huracán Ian a Estados Unidos,1,104,54
"Es falso que la vacuna contra el coronavirus “no sirve” porque al final te agarrás COVID-19, como afirmó el “Kun” Agüero",1,87,5
"
  Afirmaciones falsas y engañosas del cardiólogo Peter McCullough sobre vacunas y covid-19",1,101,13
"
¿Podría ser obligatoria la vacuna del covid-19 para ir a la escuela?
",1,318,37
El bulo del alcohol que cura el coronavirus mata a más de 200 personas en Irán y Turquía,1,280,11
Es falso que un documento de Pfizer revela lista larga de efectos adversos causados por la vacuna,1,145,14
Es falso que 350 deportistas fallecieron o sufrieron lesiones en 2021 tras la vacunación contra el coronavirus,1,76,5
"
  Dinamarca no ha prohibido las vacunas contra el covid-19 para personas menores de 50 años",1,68,12
Biden NO tiene cáncer y tampoco lo “confundió” con el covid-19 del que se contagió,1,125,13
"
            Todo sobre la falsa 'calvicie' de la Covid-19: el mayor estudio hecho en España
    ",1,161,36
"

¿Los líquidos calientes protegen del coronavirus? 
",1,250,59
"Alberto Fernández dijo que el coronavirus “muere a los 26° C” en el ambiente, pero no hay pruebas de eso",1,70,5
Las muertes por fentanilo en Arizona NO superan decesos por covid-19 como asegura Kari Lake,1,115,13
Es falso que Nadal declaró sufrir síntomas debido a la vacuna contra el coronavirus; su malestar fue producto de una lesión,1,69,5
"¿Murió Myriam Bourla, esposa del CEO de Pfizer, a causa de la vacuna contra el covid-19? ",1,141,14
Es falso que la proteína Spike que generan las vacunas contra el coronavirus de ARN mensajero sea tóxica,1,77,5
"Los CDC estiman que más pacientes necesitarán anticoagulantes, pero NO por la vacuna contra el covid-19 ",1,138,13
“Están publicando fotos de lesiones cutáneas por el virus varicela-zóster y afirman que es la viruela del mono. Por cierto el Herpes Zóster es una reacción adversa de las vacunas Covid-19”: #Engañoso,1,215,17
"No hay pruebas para decir que se están inflando los contagiados y muertos, como dice este video viral",1,94,5
Un nuevo estudio NO comprueba que vacunarse contra el covid-19 haga a la leche materna peligrosa ,1,150,13
La hidroxicloroquina sirve para curar el Covid-19 y la viruela del mono: #Falso,1,209,15
Son falsas estas afirmaciones de un nuevo video de “Médicos por la Verdad” (II),1,80,7
"No, el agua alcalina hidrogenada no mejora los síntomas del COVID-19",1,86,5
Las afirmaciones falsas o sin evidencia científica del profesor Joan-Ramon Laporte sobre las vacunas contra la COVID-19 en el Congreso de España,1,116,7
Las muertes por fentanilo en Arizona NO superan decesos por covid-19 como asegura Kari Lake,1,115,13
Se publicó una ley que prohíbe la discriminación frente a mutaciones genéticas por la vacunación contra el covid-19: #Engañoso,1,212,15
Son falsas las afirmaciones de Javier Calamaro sobre el coronavirus y las vacunas contra la COVID-19,1,103,5
"Los CDC estiman que más pacientes necesitarán anticoagulantes, pero NO por la vacuna contra el covid-19 ",1,138,13
El presentador brasileño Rafael Silva se administró la tercera dosis de la vacuna Covid-19 y vivió pocos días para contarlo: #Falso,1,208,16
"Antena 3 no publicó que la vacuna española contra la COVID-19 protege contra el “sida, cáncer, ébola y virus aún no descubiertos”",1,94,54
Son falsas las afirmaciones de un médico uruguayo sobre las pruebas PCR y los asintomáticos (I),1,96,5
"La vacuna de Novavax es segura y eficaz, contrario a lo que dice un neumonólogo antivacunas ",1,155,13
Las declaraciones de Von der Leyen sobre el certificado COVID-19 que se difunden como actuales son de 2021,1,97,54
“El New York Times admitió que las personas no vacunadas tienen ‘tasas más bajas de infección y hospitalización’ de covid-19 que las personas vacunadas”: #Engañoso,1,197,15
Es falso que Reino Unido haya detenido la vacunación contra la covid en niños de 5 a 11 años,1,104,50
Son falsas las afirmaciones de Chinda Brandolino sobre el coronavirus emitidas en Plaza de Mayo,1,83,5
Es falso que este estudio demostró que los vacunados contra el covid-19 contagian por más tiempo que los no vacunados,1,133,13
Es falso que una “revelación de documentos” de Pfizer muestre que la vacuna contra la COVID-19 causa inmunosupresión,1,99,50
Por culpa de las vacunas el 2021 hubo más fallecidos por Covid-19 que el 2020: #Engañoso,1,197,16
Es falso que un nuevo estudio haya “demostrado” que las vacunas de ARNm modifiquen el ADN “en tan solo seis horas”,1,100,54
Es falso que la OMS haya asegurado que “quizás nunca hubo motivos para el confinamiento”,1,85,5
No hay evidencias de medio centenar de muertes de niños por la vacuna de Pfizer en EEUU,1,127,138
Covid-19 no ha matado a ningún político: #Falso,1,206,17
Es falso el posteo que presenta a una doctora santiagueña que lucha contra el coronavirus,1,75,5
Ningún tribunal español ha confirmado que la COVID-19 no existe ni ha llamado a declarar a la ministra de Sanidad,1,98,54
“La patente para testear el Covid-19 se registró en 2015”: #Falso,1,195,16
Es falso que la OMS prohíbe las autopsias a muertos por COVID-19 y que en Italia descubrieron que causa trombosis en vez de neumonía,1,82,5
“Cifras oficiales del Ministerio de Salud de la República Argentina muestra 43.119 vacunados muertos por Covid”: #Engañoso,1,195,15
Nada prueba que las vacunas anticovid aumenten el riesgo de infección por VIH,1,113,10
Es falso el video que afirma que Rusia encontró la cura contra el coronavirus,1,76,5
"Ni España, ni México ni Japón ni otros siete países de una lista viral han eliminado todos los protocolos anticovid ni lo consideran ya “gripe estacional”",1,172,54
Es falso el audio de López Obrador sobre dinero electoral y muertes por covid,1,117,9
El vídeo de la tenista Dalila Jakupovic en el que aparece asfixiada en un partido del Open de Australia no es actual,1,149,50
“En Israel el 84% de su población está vacunada y el 84% de los nuevos casos de Covid-19 son vacunados”: #Falso,1,197,16
Es falso que en Santiago del Estero cobran las vacunas contra el coronavirus en la factura de la luz,1,88,7
"No, no ha muerto un niño de 8 años por la vacuna contra la COVID-19 en Fuente Álamo (Murcia)",1,95,52
Las vacunas Covid-19 pueden producir síntomas de Parkinson y otros trastornos neurodegenerativos: #Engañoso,1,207,18
"No, la COVID-19 no es un exosoma y la pandemia no se relaciona con las señales de 5G",1,78,5
"La OMS desaconseja el uso de plasma de pacientes convalecientes para tratar la COVID-19
",1,119,8
¡Cuidado! Es falsa la receta médica contra el COVID-19 que circula en redes sociales,1,35,2
Access Denied,0,0,0
Una dudosa hipótesis sobre el coronavirus que intenta abrirse paso,1,23,2
Mensajes engañan sobre uso de enjuagues con solución salina como supuesta protección contra el COVID-19,1,124,20
El bulo de que una dieta alcalina previene el contagio de coronavirus,1,97,29
"
La Policía Local de Sant Joan de Moró difunde falsedades sobre la vacuna 
",1,173,97
Falso que Israel no tiene muertes de COVID-19 por té de bicarbonato con limón,1,149,5
El falso vídeo de un padre gritando y un niño que “muere por la vacuna de la COVID-19” en Brasil,1,113,50
"Bolsonaro usó datos falsos para afirmar que Brasil ""inflaba"" las muertes por covid",1,84,7
"El bulo sobre la aguja que ""no se ve"" en las vacunas contra el coronavirus",1,287,10
Clínica clandestina en Ecuador aplicó más de 70.000 dosis falsas de la vacuna contra el coronavirus,1,187,13
Not Acceptable!,0,0,0
Los test de PCR no provocan “daño en la barrera hematoencefálica”,1,70,5
DW verifica: ¿muertes masivas por culpa de las vacunas contra el coronavirus?,1,249,9
Es falso que Chile donó vacunas con alteraciones al Ecuador,1,87,22
Es falso que el fisicoculturista Doug Brignole murió a causa de la vacuna contra la COVID-19,1,65,2
Es falso que una prueba PCR para coronavirus puede dar positivo a otros 52 virus diferentes,1,73,5
Las afirmaciones falsas de la imagen que dice lo que te “debe explicar el médico antes de vacunar” a tu hijo “contra la Covid”,1,130,29
"
Sanidad no te comunica estar seleccionado para recibir otra dosis de la vacuna anti COVID-19, es un fraude
",1,174,99
Las desinformaciones del audio que afirma que con la tercera dosis los casos de cáncer han subido un 5.000%,1,115,31
"No, el creador de los test PCR no dijo que estos no detectan el nuevo coronavirus",1,73,5
"
Este vídeo del zumo de naranja no demuestra la invalidez de los test de antígenos
",1,161,97
"Las afirmaciones falsas de The Big Reset sobre la pandemia, la PCR y las vacunas contra la COVID-19",1,146,32
Not Acceptable!,0,0,0
"
No es cierto que la mitad de los atletas vacunados contra la COVID-19 sufran miocarditis
",1,170,99
¿Qué sabemos del mensaje de un supuesto chat de médicos especialistas en COVID-19 de Milán (Italia)?,1,91,23
Es falso que el Tribunal Supremo de Estados Unidos haya confirmado “daños irreparables por las vacunas contra la covid”,1,121,134
"
Es falso que Aduanas esté reteniendo test de antígenos de la Comunidad de Madrid
",1,152,97
"Ni Alemania ha descubierto la cura del coronavirus, ni la causa de la enfermedad es una bacteria, ni la OMS ha prohibido hacer autopsias",1,102,24
Las imágenes de una concentración de pilotos de Southwest en EE. UU. son de una protesta laboral y no por la vacunación contra la COVID-19,1,121,54
"
Ninguna aseguradora de Francia se ha negado a indemnizar un fallecimiento por considerar suicidio su vacunación
",1,166,98
"No, no es cierto que la Cruz Roja estadounidense prohíba donar sangre a las personas vacunadas contra la COVID-19",1,95,23
Michael Yeadon: el empleado de Pfizer hasta 2011 que difunde afirmaciones sin pruebas sobre las vacunas y la COVID-19,1,129,50
"
Las vacunas anticovid no causan daños permanentes ni un reinicio genético del sistema inmune en niños
",1,172,97
